,id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
11258,11258,n02093647_3453,300,199,3,bedlington_terrier,14,211,12,176
15978,15978,n02107312_7528,375,500,3,miniature_pinscher,11,233,45,473
16001,16001,n02107574_1077,500,375,3,greater_swiss_mountain_dog,183,296,71,294
9861,9861,n02098413_3561,444,500,3,lhasa,25,412,25,485
19810,19810,n02112018_1611,500,375,3,pomeranian,223,352,0,172
3364,3364,n02090622_2337,225,243,3,borzoi,38,220,17,242
9358,9358,n02097658_4778,375,500,3,silky_terrier,0,372,108,441
238,238,n02085782_3031,150,170,3,japanese_spaniel,5,114,34,144
11415,11415,n02097047_581,500,375,3,miniature_schnauzer,145,370,37,312
423,423,n02085936_3451,455,500,3,maltese_dog,35,436,35,498
7274,7274,n02095889_1677,358,250,3,sealyham_terrier,100,196,104,198
704,704,n02086079_2893,500,333,3,pekinese,18,454,31,296
21149,21149,n02113712_3261,500,375,3,miniature_poodle,11,330,27,372
5513,5513,n02093256_3877,320,427,3,staffordshire_bullterrier,125,232,269,418
12202,12202,n02100877_5231,500,446,3,irish_setter,61,425,146,420
18381,18381,n02110806_1485,300,271,3,basenji,6,291,2,270
3068,3068,n02089973_2415,300,209,3,english_foxhound,216,295,5,208
7805,7805,n02096177_622,500,375,3,cairn,214,299,136,245
14814,14814,n02105855_3498,500,375,3,shetland_sheepdog,251,414,94,307
21925,21925,n02116738_1739,388,259,3,african_hunting_dog,87,352,22,253
7324,7324,n02095889_3497,300,237,3,sealyham_terrier,14,272,21,220
11752,11752,n02105412_6770,500,334,3,kelpie,185,273,22,274
4582,4582,n02091467_3556,500,375,3,norwegian_elkhound,50,483,32,293
19630,19630,n02111889_3471,500,375,3,samoyed,7,389,68,311
21815,21815,n02115913_3178,500,333,3,dhole,84,318,48,240
13734,13734,n02104365_1822,500,281,3,schipperke,116,498,1,279
11557,11557,n02100583_3132,334,500,3,vizsla,85,315,106,396
14552,14552,n02105641_13779,500,334,3,old_english_sheepdog,27,423,27,333
18279,18279,n02110627_13417,350,249,3,affenpinscher,57,292,64,196
17076,17076,n02108551_5050,500,398,3,tibetan_mastiff,36,408,42,350
6487,6487,n02094114_694,320,211,3,norfolk_terrier,15,292,15,199
713,713,n02086079_3774,333,500,3,pekinese,75,252,175,378
12807,12807,n02095570_2936,500,375,3,lakeland_terrier,73,259,101,264
3771,3771,n02090721_968,300,207,3,irish_wolfhound,11,288,11,200
18673,18673,n02110958_13455,500,333,3,pug,0,446,35,332
10645,10645,n02099849_140,500,333,3,chesapeake_bay_retriever,149,467,20,330
5758,5758,n02093428_4768,500,332,3,american_staffordshire_terrier,286,358,76,246
14651,14651,n02105641_7650,428,500,3,old_english_sheepdog,136,397,27,458
12103,12103,n02100735_3847,500,375,3,english_setter,219,285,150,231
7812,7812,n02096177_6769,425,380,3,cairn,0,361,1,379
21427,21427,n02113978_1773,400,300,3,mexican_hairless,28,197,97,299
7733,7733,n02096177_2400,500,375,3,cairn,59,348,39,329
19373,19373,n02111500_4678,500,333,3,great_pyrenees,185,490,79,332
11817,11817,n02108422_2053,500,375,3,bull_mastiff,241,499,50,374
13859,13859,n02104365_8630,500,333,3,schipperke,104,170,151,279
20481,20481,n02112706_2391,375,500,3,brabancon_griffon,31,356,18,327
21258,21258,n02113799_2043,408,500,3,standard_poodle,33,367,75,498
13317,13317,n02102480_5158,610,364,3,sussex_spaniel,339,517,148,315
15289,15289,n02106382_419,349,247,3,bouvier_des_flandres,155,340,101,235
15810,15810,n02107312_1154,600,399,3,miniature_pinscher,158,598,1,397
62,62,n02085620_2981,600,607,3,chihuahua,399,562,314,525
6410,6410,n02094114_2245,500,496,3,norfolk_terrier,271,491,176,448
5574,5574,n02093256_7454,500,334,3,staffordshire_bullterrier,269,446,132,281
8978,8978,n02097298_809,463,442,3,scotch_terrier,122,372,12,411
14839,14839,n02105855_7495,500,361,3,shetland_sheepdog,149,381,52,320
13549,13549,n02102973_720,600,800,3,irish_water_spaniel,6,514,62,798
17727,17727,n02109961_4182,500,375,3,eskimo_dog,248,280,185,237
18205,18205,n02110185_9177,319,500,3,siberian_husky,47,211,188,413
12950,12950,n02102177_1472,500,333,3,welsh_springer_spaniel,197,286,82,224
5507,5507,n02093256_3595,432,496,3,staffordshire_bullterrier,53,239,75,457
10575,10575,n02099712_7937,500,375,3,labrador_retriever,0,499,83,374
19188,19188,n02111277_371,500,375,3,newfoundland,148,457,86,374
7791,7791,n02096177_515,375,500,3,cairn,55,361,38,472
13831,13831,n02104365_7643,333,500,3,schipperke,82,300,20,462
3302,3302,n02090379_4667,500,375,3,redbone,0,435,4,354
18972,18972,n02111129_426,452,302,3,leonberg,22,425,60,241
13671,13671,n02104029_4513,510,369,3,kuvasz,55,194,37,339
10747,10747,n02099849_4413,500,333,3,chesapeake_bay_retriever,71,394,100,244
2683,2683,n02088632_2145,500,375,3,bluetick,142,417,88,323
14284,14284,n02105251_7348,500,333,3,briard,56,499,0,332
16215,16215,n02107683_2771,337,500,3,bernese_mountain_dog,56,335,144,498
15131,15131,n02106166_6437,244,360,3,border_collie,28,243,8,359
12217,12217,n02100877_602,500,325,3,irish_setter,0,216,105,316
409,409,n02085936_3108,500,375,3,maltese_dog,216,346,212,353
12016,12016,n02100735_6303,500,369,3,english_setter,35,417,23,347
1261,1261,n02086910_4441,250,296,3,papillon,23,235,8,295
3087,3087,n02089973_2681,292,360,3,english_foxhound,64,260,13,357
12182,12182,n02100877_4371,500,395,3,irish_setter,6,481,17,365
20887,20887,n02113186_9207,500,375,3,cardigan,43,493,123,323
14773,14773,n02105855_17070,500,375,3,shetland_sheepdog,71,304,2,315
6875,6875,n02094433_9618,500,375,3,yorkshire_terrier,154,342,103,330
4023,4023,n02091134_12138,500,375,3,whippet,85,395,84,374
17038,17038,n02108551_3284,600,521,3,tibetan_mastiff,56,551,44,480
7180,7180,n02095570_5955,500,375,3,lakeland_terrier,76,309,51,317
6752,6752,n02094433_2537,500,375,3,yorkshire_terrier,92,498,0,373
8686,8686,n02097209_1364,300,320,3,standard_schnauzer,28,299,0,319
14164,14164,n02105162_7461,375,500,3,malinois,78,278,0,415
4060,4060,n02091134_15210,265,351,3,whippet,0,257,3,350
6314,6314,n02094114_1020,200,200,3,norfolk_terrier,9,164,2,199
14838,14838,n02105855_742,500,375,3,shetland_sheepdog,173,423,35,355
12737,12737,n02101556_8352,500,500,3,clumber,77,335,102,443
18431,18431,n02110806_3955,500,333,3,basenji,63,443,0,309
17927,17927,n02110063_18750,500,400,3,malamute,73,277,7,397
4213,4213,n02091134_7935,500,375,3,whippet,49,433,37,345
12018,12018,n02100735_6469,375,500,3,english_setter,0,340,107,498
5037,5037,n02092002_13159,474,500,3,scottish_deerhound,26,467,8,498
12799,12799,n02102177_2755,500,333,3,welsh_springer_spaniel,1,415,95,332
17362,17362,n02109047_26134,640,1511,3,great_dane,0,549,302,1424
21426,21426,n02113978_177,177,246,3,mexican_hairless,0,159,15,245
15096,15096,n02106166_2186,468,624,3,border_collie,29,466,18,622
19573,19573,n02111889_14064,500,394,3,samoyed,145,433,22,376
21299,21299,n02113799_3278,500,375,3,standard_poodle,22,340,20,374
12649,12649,n02101556_4281,500,375,3,clumber,319,499,66,332
21660,21660,n02113799_6382,500,429,3,standard_poodle,66,498,0,427
5096,5096,n02092002_198,450,526,3,scottish_deerhound,23,417,181,491
17219,17219,n02108915_4176,500,382,3,french_bulldog,225,489,45,346
10925,10925,n02099849_1823,500,375,3,chesapeake_bay_retriever,327,397,29,208
17680,17680,n02109961_1948,500,554,3,eskimo_dog,55,444,66,552
15020,15020,n02106166_1031,500,372,3,border_collie,11,376,46,334
8886,8886,n02097209_1536,230,380,3,standard_schnauzer,0,225,1,379
11496,11496,n02100583_12240,334,500,3,vizsla,50,303,203,498
5082,5082,n02092002_1564,400,251,3,scottish_deerhound,0,328,36,250
7049,7049,n02095570_1283,333,500,3,lakeland_terrier,20,331,50,498
3738,3738,n02090721_2550,500,375,3,irish_wolfhound,9,258,124,261
21482,21482,n02113978_2888,350,376,3,mexican_hairless,16,340,1,375
11260,11260,n02093647_3473,221,147,3,bedlington_terrier,43,169,4,142
1099,1099,n02086646_3233,357,500,3,blenheim_spaniel,73,290,58,433
1467,1467,n02087046_2614,500,375,3,toy_terrier,82,421,75,310
2577,2577,n02088466_8064,500,375,3,bloodhound,28,246,44,372
10757,10757,n02099849_4636,500,375,3,chesapeake_bay_retriever,104,414,30,359
1473,1473,n02087046_2957,500,375,3,toy_terrier,111,392,14,374
18015,18015,n02110185_11138,480,360,3,siberian_husky,280,479,119,230
2218,2218,n02088238_11522,500,375,3,basset,163,498,67,275
5959,5959,n02093859_1917,320,240,3,kerry_blue_terrier,52,223,13,196
21389,21389,n02113799_801,500,418,3,standard_poodle,11,498,0,416
3709,3709,n02090721_3500,500,346,3,irish_wolfhound,84,363,74,234
11525,11525,n02100583_14017,375,500,3,vizsla,103,328,68,471
2414,2414,n02088364_769,500,375,3,beagle,163,279,149,252
6761,6761,n02094433_2748,500,339,3,yorkshire_terrier,96,420,0,333
16520,16520,n02107908_5654,500,357,3,appenzeller,179,397,70,325
17346,17346,n02109047_24258,500,440,3,great_dane,75,498,37,438
11176,11176,n02093647_2616,177,350,3,bedlington_terrier,1,175,51,349
4105,4105,n02091134_18069,500,357,3,whippet,112,198,129,297
554,554,n02085936_1556,500,333,3,maltese_dog,79,325,26,332
21718,21718,n02115641_9272,500,375,3,dingo,175,351,91,286
5601,5601,n02093428_1108,500,375,3,american_staffordshire_terrier,47,370,15,371
9775,9775,n02098413_13083,500,375,3,lhasa,214,381,128,358
21442,21442,n02113978_1983,300,278,3,mexican_hairless,12,291,34,277
17093,17093,n02108551_660,500,375,3,tibetan_mastiff,85,400,12,331
18720,18720,n02110958_15422,333,500,3,pug,75,226,169,467
8056,8056,n02096294_2603,500,500,3,australian_terrier,50,411,60,426
4192,4192,n02091134_13143,425,343,3,whippet,138,367,151,334
7692,7692,n02096177_10959,500,375,3,cairn,86,345,0,318
18920,18920,n02111129_3359,333,500,3,leonberg,16,254,117,476
8790,8790,n02097209_3729,375,500,3,standard_schnauzer,175,316,102,150
13580,13580,n02104029_1423,325,159,3,kuvasz,2,320,14,140
19648,19648,n02111500_3011,500,375,3,great_pyrenees,65,463,22,374
1279,1279,n02086910_6306,500,375,3,papillon,94,497,2,327
8822,8822,n02097209_548,325,465,3,standard_schnauzer,30,295,25,420
3568,3568,n02090721_1845,500,333,3,irish_wolfhound,2,315,87,332
20526,20526,n02112706_86,375,500,3,brabancon_griffon,0,373,111,416
12219,12219,n02100877_6160,278,188,3,irish_setter,27,209,37,167
4593,4593,n02091467_218,375,500,3,norwegian_elkhound,73,373,33,498
5954,5954,n02093859_1456,180,172,3,kerry_blue_terrier,3,178,16,157
14175,14175,n02105162_8242,500,375,3,malinois,160,378,43,374
11662,11662,n02105412_2803,500,390,3,kelpie,114,470,25,326
15372,15372,n02106550_12073,500,442,3,rottweiler,21,498,26,440
15071,15071,n02106166_3395,500,334,3,border_collie,177,282,56,268
13322,13322,n02102480_5391,800,600,3,sussex_spaniel,34,585,60,595
17534,17534,n02109525_345,500,334,3,saint_bernard,325,499,73,333
1752,1752,n02086910_9579,500,304,3,papillon,21,478,24,284
13338,13338,n02102480_5873,338,487,3,sussex_spaniel,47,323,21,485
8308,8308,n02096585_11417,459,500,3,boston_bull,0,443,15,498
9030,9030,n02097474_1582,500,375,3,tibetan_terrier,116,400,121,315
3924,3924,n02091032_8150,500,375,3,italian_greyhound,0,375,61,374
8119,8119,n02096437_1613,349,500,3,dandie_dinmont,8,308,16,415
12477,12477,n02101388_2645,720,478,3,brittany_spaniel,368,718,194,476
2327,2327,n02088364_17170,500,392,3,beagle,32,499,0,391
9573,9573,n02098105_214,600,414,3,soft-coated_wheaten_terrier,31,535,49,363
1858,1858,n02088094_26,500,368,3,afghan_hound,4,187,151,320
11350,11350,n02097047_2426,500,440,3,miniature_schnauzer,146,364,57,438
22030,22030,n02115641_7222,267,200,3,dingo,43,266,15,199
13182,13182,n02102318_3504,500,375,3,cocker_spaniel,1,492,5,371
21384,21384,n02113799_7258,500,373,3,standard_poodle,38,348,22,305
4335,4335,n02091244_4221,288,275,3,ibizan_hound,8,281,5,269
2302,2302,n02088364_15877,500,375,3,beagle,38,431,104,312
9589,9589,n02098286_1079,500,333,3,west_highland_white_terrier,233,297,136,226
7629,7629,n02096051_7394,500,379,3,airedale,0,489,0,355
2714,2714,n02088632_4144,500,389,3,bluetick,2,325,1,348
21845,21845,n02115913_3918,500,500,3,dhole,10,397,30,276
13729,13729,n02104365_1166,500,375,3,schipperke,143,287,176,373
4333,4333,n02091244_4110,375,500,3,ibizan_hound,1,290,68,498
13840,13840,n02104365_7927,500,375,3,schipperke,265,499,123,373
13813,13813,n02104365_7018,500,375,3,schipperke,0,292,46,346
4952,4952,n02091831_735,480,486,3,saluki,70,134,251,459
1747,1747,n02087394_7459,500,333,3,rhodesian_ridgeback,239,293,93,226
6561,6561,n02094258_2711,500,333,3,norwich_terrier,105,430,87,271
12511,12511,n02101388_4110,500,375,3,brittany_spaniel,1,457,0,318
4913,4913,n02091831_5482,500,375,3,saluki,126,271,127,277
20336,20336,n02112350_8850,500,375,3,keeshond,206,498,36,374
10128,10128,n02099429_1405,500,375,3,curly-coated_retriever,128,486,67,360
11582,11582,n02100583_6155,349,500,3,vizsla,181,337,178,458
18461,18461,n02110806_4198,192,175,3,basenji,12,174,15,160
1325,1325,n02086910_2875,500,375,3,papillon,66,380,21,332
16399,16399,n02107908_1176,500,375,3,appenzeller,285,419,198,328
6066,6066,n02093859_2921,200,158,3,kerry_blue_terrier,9,193,11,155
5993,5993,n02093859_2562,160,170,3,kerry_blue_terrier,7,159,1,158
10422,10422,n02099601_816,360,290,3,golden_retriever,17,344,0,214
5534,5534,n02093256_5007,361,500,3,staffordshire_bullterrier,26,309,61,478
13877,13877,n02104365_9489,500,346,3,schipperke,55,485,80,293
15914,15914,n02107312_6695,375,500,3,miniature_pinscher,116,308,58,453
10107,10107,n02099267_979,500,375,3,flat-coated_retriever,144,498,38,373
3466,3466,n02090622_7962,333,500,3,borzoi,2,331,274,498
738,738,n02086079_6467,500,468,3,pekinese,14,498,26,451
696,696,n02086079_15220,500,375,3,pekinese,182,459,6,374
166,166,n02085782_1039,500,375,3,japanese_spaniel,1,374,1,374
8713,8713,n02097209_1954,500,375,3,standard_schnauzer,240,390,70,206
6932,6932,n02095314_2162,190,290,3,wire-haired_fox_terrier,6,186,0,288
14629,14629,n02105641_6270,320,360,3,old_english_sheepdog,53,258,20,343
8036,8036,n02096294_8476,500,375,3,australian_terrier,161,321,84,275
8128,8128,n02096437_1668,351,500,3,dandie_dinmont,46,285,391,498
12979,12979,n02102177_2260,500,333,3,welsh_springer_spaniel,163,295,43,239
15726,15726,n02107142_3621,350,300,3,doberman,70,279,65,272
11793,11793,n02108422_1507,500,217,3,bull_mastiff,0,491,21,208
6216,6216,n02093991_3300,500,375,3,irish_terrier,177,401,72,374
15572,15572,n02106662_23691,500,375,3,german_shepherd,9,498,0,373
4221,4221,n02091134_9671,500,346,3,whippet,25,402,54,299
2562,2562,n02088466_7609,500,375,3,bloodhound,259,329,142,202
1337,1337,n02086910_3320,500,333,3,papillon,57,499,0,332
13286,13286,n02102480_4150,350,504,3,sussex_spaniel,27,224,251,492
11335,11335,n02097047_1921,500,375,3,miniature_schnauzer,81,351,40,374
15539,15539,n02106662_16891,500,375,3,german_shepherd,291,357,211,323
15130,15130,n02106166_6415,500,304,3,border_collie,244,397,53,217
5837,5837,n02093754_5298,500,375,3,border_terrier,295,489,10,293
1895,1895,n02088094_4450,500,324,3,afghan_hound,156,499,98,323
11826,11826,n02108422_2209,500,338,3,bull_mastiff,44,421,47,334
17817,17817,n02110063_11585,500,335,3,malamute,137,437,135,292
5829,5829,n02093754_5192,500,432,3,border_terrier,15,498,0,430
15717,15717,n02107142_3171,179,187,3,doberman,1,178,1,186
1746,1746,n02087394_7449,500,375,3,rhodesian_ridgeback,185,315,145,374
2718,2718,n02088632_419,400,344,3,bluetick,3,399,47,343
9482,9482,n02098105_2399,500,330,3,soft-coated_wheaten_terrier,34,370,22,328
13276,13276,n02102480_3436,170,205,3,sussex_spaniel,0,162,15,181
148,148,n02085620_7613,500,408,3,chihuahua,159,367,119,342
11984,11984,n02100735_4544,300,401,3,english_setter,52,208,47,396
17212,17212,n02108915_38,333,500,3,french_bulldog,53,331,37,498
20911,20911,n02113624_1582,475,420,3,toy_poodle,53,440,19,418
7579,7579,n02096051_6755,400,300,3,airedale,2,348,0,277
10147,10147,n02099429_1773,290,343,3,curly-coated_retriever,18,280,17,342
10775,10775,n02099849_671,500,333,3,chesapeake_bay_retriever,0,305,1,332
10917,10917,n02100236_505,500,381,3,german_short-haired_pointer,65,385,61,372
21858,21858,n02115913_4110,411,300,3,dhole,285,403,135,246
6366,6366,n02094114_3172,300,244,3,norfolk_terrier,0,282,10,231
21919,21919,n02116738_1180,380,255,3,african_hunting_dog,40,274,86,244
1662,1662,n02087394_531,500,375,3,rhodesian_ridgeback,186,344,1,359
10379,10379,n02099601_6194,360,281,3,golden_retriever,25,330,46,269
13436,13436,n02102973_2473,500,375,3,irish_water_spaniel,57,207,20,313
19041,19041,n02111129_2476,500,333,3,leonberg,195,262,81,138
4199,4199,n02091134_13401,500,408,3,whippet,0,408,60,406
10436,10436,n02099712_1229,500,375,3,labrador_retriever,80,269,67,256
465,465,n02085936_5010,500,375,3,maltese_dog,219,370,67,278
114,114,n02085620_4572,500,405,3,chihuahua,67,222,137,380
22039,22039,n02115913_4542,2304,1728,3,dhole,8,2048,121,1723
21385,21385,n02113799_7299,500,375,3,standard_poodle,145,385,11,374
1566,1566,n02087046_6205,299,324,3,toy_terrier,50,211,40,269
163,163,n02085620_949,401,363,3,chihuahua,8,374,16,357
9058,9058,n02097474_2553,480,321,3,tibetan_terrier,0,475,0,320
15150,15150,n02106166_7329,383,500,3,border_collie,50,351,7,481
6193,6193,n02093991_2765,500,357,3,irish_terrier,6,486,29,336
13815,13815,n02104365_7065,400,500,3,schipperke,2,398,2,498
21528,21528,n02113978_3866,300,421,3,mexican_hairless,0,266,7,383
10508,10508,n02099712_5648,500,375,3,labrador_retriever,1,461,1,374
9735,9735,n02098286_6216,375,500,3,west_highland_white_terrier,176,372,142,491
3693,3693,n02090721_2143,500,400,3,irish_wolfhound,46,457,131,399
7046,7046,n02095570_1208,400,293,3,lakeland_terrier,17,390,41,262
15226,15226,n02106382_1893,300,300,3,bouvier_des_flandres,40,284,15,284
18337,18337,n02110627_6842,301,292,3,affenpinscher,36,269,16,259
12272,12272,n02101006_1297,500,375,3,gordon_setter,202,313,45,256
11460,11460,n02100236_965,500,375,3,german_short-haired_pointer,180,328,41,374
4536,4536,n02091467_6820,500,375,3,norwegian_elkhound,186,321,82,333
191,191,n02085782_1610,250,197,3,japanese_spaniel,10,248,11,188
21809,21809,n02115913_311,500,375,3,dhole,185,329,127,245
1613,1613,n02087394_11174,604,453,3,rhodesian_ridgeback,231,481,125,428
13646,13646,n02104029_3991,360,480,3,kuvasz,118,270,163,338
7901,7901,n02096294_1231,259,306,3,australian_terrier,0,240,30,305
1123,1123,n02086646_4133,600,394,3,blenheim_spaniel,154,378,66,346
15662,15662,n02107142_12739,500,375,3,doberman,0,492,0,374
6642,6642,n02094258_2191,500,374,3,norwich_terrier,25,495,0,373
7096,7096,n02095570_3745,500,375,3,lakeland_terrier,235,499,169,371
17094,17094,n02108551_668,500,375,3,tibetan_mastiff,101,414,16,374
18721,18721,n02110958_15449,500,375,3,pug,39,455,0,364
21296,21296,n02113799_3098,500,335,3,standard_poodle,236,337,112,231
5738,5738,n02093428_8454,500,333,3,american_staffordshire_terrier,0,364,1,332
7246,7246,n02095570_4343,500,375,3,lakeland_terrier,86,446,0,373
3467,3467,n02090622_8009,488,500,3,borzoi,0,394,115,493
12295,12295,n02101006_1918,240,240,3,gordon_setter,27,207,40,220
16299,16299,n02107683_522,500,334,3,bernese_mountain_dog,84,249,65,317
9628,9628,n02098286_2444,335,250,3,west_highland_white_terrier,144,334,0,227
20710,20710,n02113023_187,377,500,3,pembroke,102,375,15,458
21284,21284,n02113799_2729,500,375,3,standard_poodle,45,405,51,329
9258,9258,n02097658_11313,500,335,3,silky_terrier,91,365,40,263
13439,13439,n02102973_2569,181,228,3,irish_water_spaniel,23,179,19,227
358,358,n02085936_10130,500,375,3,maltese_dog,153,476,71,374
6278,6278,n02093991_467,359,500,3,irish_terrier,121,253,288,467
4037,4037,n02091134_14090,500,334,3,whippet,143,307,0,331
14780,14780,n02105855_17517,500,375,3,shetland_sheepdog,164,499,54,351
6626,6626,n02094258_739,600,496,3,norwich_terrier,119,516,93,434
21667,21667,n02113978_3178,333,500,3,mexican_hairless,71,295,15,487
6711,6711,n02094433_1301,333,500,3,yorkshire_terrier,83,215,211,316
16024,16024,n02107574_1472,323,500,3,greater_swiss_mountain_dog,0,246,13,462
